,state,tot_co2,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,FIPS,Unnamed: 0,CSA Code,CBSA Title,MSAMCA,center-outer,city,city_pop2014,county_pop2002,county_co2_pc_tons,county,county_land_area_sqmi,top_level,CSA,density_sqmi_county
362,KS,1372278.68561,174548.714853,196299.450494,204247.935058,329.192502257,642066.877045,0.0,20912.1349499,52566.512629,81307.868078,20091.0,543,312.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Central,"Kansas City, MO-KS",2071133,475918,2.88343514137,Johnson County,473.375,"Kansas City-Overland Park-Kansas City, MO-KS",True,1005.37206232
368,KS,1848292.79552,115345.664088,699343.374447,189136.037906,140033.31616,502223.080504,0.0,34625.8920194,87038.5676622,80546.8627299,20173.0,1233,556.0,"Wichita, KS",Metropolitan Statistical Area,Central,"Wichita, KS",641076,459961,4.01836850411,Sedgwick County,997.512,"Wichita-Arkansas City-Winfield, KS",True,461.108237294
369,KS,1050508.04873,50025.472562,115783.3436,77535.005819,506617.715287,222520.187876,0.0,16378.1770163,41169.575667,20478.5709054,20177.0,1109,,"Topeka, KS",Metropolitan Statistical Area,Central,"Topeka, KS",233758,170349,6.16679903453,Shawnee County,544.016,"Topeka, KS",False,313.132334343
372,KS,1273432.76098,37426.9909951,166110.651911,73770.9409727,770162.065505,210976.20441,0.0,0.0,0.0,14985.9071831,20209.0,547,312.0,"Kansas City, MO-KS",Metropolitan Statistical Area,Central,"Kansas City, MO-KS",2071133,157236,8.09886260766,Wyandotte County,151.6,"Kansas City-Overland Park-Kansas City, MO-KS",True,1037.176781
374,KY,1625792.7471,21909.7307814,71991.9168039,26106.7507644,885645.458594,148642.675382,0.0,127441.255777,320347.13285,23707.8261501,21015.0,247,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,93362,17.4138594621,Boone County,246.359,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,378.967279458
376,KY,1038651.97469,21568.0538611,915961.015487,16569.481379,0.0,80189.0030153,0.0,0.0,0.0,4364.4209475,21019.0,482,170.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central,"Huntington-Ashland, WV-KY-OH",363325,49440,21.0083328214,Boyd County,159.864,"Charleston-Huntington-Ashland, WV-OH-KY",True,309.262873442
378,KY,188900.930294,4378.87225736,31143.0816285,19298.9471447,0.0,125831.943216,0.0,0.0,0.0,8248.08604749,21029.0,634,350.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central,"Louisville/Jefferson County, KY-IN",1269702,64823,2.91410348633,Bullitt County,297.024,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",True,218.241623573
380,KY,217573.932414,11785.5553593,21049.704205,34461.9014449,3746.81439291,139001.051485,0.0,0.0,0.0,7528.90552684,21037.0,249,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,88292,2.46425420666,Campbell County,151.308,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,583.524995374
383,KY,1006861.26736,19383.6274594,111392.330095,38399.8598193,684673.876507,104901.444389,0.0,8469.00748122,21288.413714,18352.7078932,21059.0,811,,"Owensboro, KY",Metropolitan Statistical Area,Central,"Owensboro, KY",116506,91639,10.9872572525,Daviess County,458.346,"Owensboro, KY",False,199.934110912
385,KY,803371.448343,105729.054418,155149.420878,89677.7797256,99.5536006827,364003.572797,0.0,15150.1192038,38082.6248976,35479.322822,21067.0,605,336.0,"Lexington-Fayette, KY",Metropolitan Statistical Area,Central,"Lexington-Fayette, KY",494189,266953,3.00941157561,Fayette County,283.649,"Lexington-Fayette--Richmond--Frankfort, KY",True,941.13851979
388,KY,107389.811588,2452.94705735,38325.1827722,11888.841812,0.0,45593.7699715,0.0,1602.75625514,4028.82086007,3497.49286018,21089.0,483,170.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central,"Huntington-Ashland, WV-KY-OH",363325,36780,2.91978824329,Greenup County,344.397,"Charleston-Huntington-Ashland, WV-OH-KY",True,106.79535536
390,KY,224560.792796,16722.1722578,61126.2369801,21355.6477955,918.292161036,105224.068742,0.0,1518.44844697,3816.90318717,13879.0232254,21093.0,379,350.0,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Central,"Elizabethtown-Fort Knox, KY",151585,95071,2.36203251039,Hardin County,623.278,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",True,152.533861295
391,KY,878942.288002,28764.6269833,120446.178404,15305.3770957,618023.334111,72793.9932867,0.0,2728.70416354,6859.09950703,14020.9744505,21101.0,391,,"Evansville, IN-KY",Metropolitan Statistical Area,Central,"Evansville, IN-KY",315162,44940,19.558128349,Henderson County,436.669,"Evansville, IN-KY",False,102.915480604
393,KY,5848311.20839,191234.557871,548745.331167,297779.858071,3182280.5668,1165403.55978,186572.657775,49949.0848787,125556.254131,100789.337916,21111.0,636,350.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central,"Louisville/Jefferson County, KY-IN",1269702,696233,8.39993394221,Jefferson County,380.416,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",True,1830.18853045
395,KY,377444.93143,26539.0543019,49621.4116972,58706.4655451,0.841325198876,226482.895057,0.0,0.0,0.0,16094.2635042,21117.0,252,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,151720,2.48777307824,Kenton County,160.25,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,946.770670827
396,KY,68315.0106208,3038.24961547,7136.70405948,9420.8706885,0.0,45466.3844559,0.0,0.0,0.0,3252.80180142,21121.0,620,,"London, KY",Micropolitan Statistical Area,Central,"London, KY",127316,31545,2.16563672914,Knox County,386.297,"London, KY",False,81.6599662954
398,KY,194865.373816,9553.25642633,25015.7585105,8999.43138202,0.0,137758.561259,0.0,2156.98648898,5421.98342127,5959.39632804,21125.0,621,,"London, KY",Micropolitan Statistical Area,Central,"London, KY",127316,54297,3.58887919805,Laurel County,433.953,"London, KY",False,125.121844992
400,KY,266812.232027,17811.2961586,64006.479583,12620.6803382,1098.64509325,153992.384734,0.0,1901.79134856,4780.50445262,10600.4503194,21151.0,905,336.0,"Richmond-Berea, KY",Micropolitan Statistical Area,Central,"Richmond-Berea, KY",104166,73802,3.6152439233,Madison County,437.293,"Lexington-Fayette--Richmond--Frankfort, KY",True,168.7701381
402,KY,120119.679848,8247.07308397,8564.13142519,11687.8271156,18064.1163278,63947.1475112,0.0,0.0,0.0,9609.38438383,21185.0,637,350.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central,"Louisville/Jefferson County, KY-IN",1269702,48979,2.45247309761,Oldham County,187.218,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",True,261.614801996
410,KY,284359.807901,32462.7460046,68347.3222486,28506.850356,0.0,111299.78195,0.0,7106.77170005,17864.180598,18772.1550437,21227.0,175,150.0,"Bowling Green, KY",Metropolitan Statistical Area,Central,"Bowling Green, KY",165732,94777,3.00030395455,Warren County,541.6,"Bowling Green-Glasgow, KY",True,174.994460857
411,KY,147975.99514,7486.69430326,12829.7249295,11202.5437073,0.0,111532.799246,0.0,0.0,0.0,4924.23295422,21235.0,622,,"London, KY",Micropolitan Statistical Area,Central,"London, KY",127316,36669,4.03545215687,Whitley County,437.83,"London, KY",False,83.7516844437
414,LA,1097827.82231,6626.56669075,910959.568911,11655.870664,14371.6476157,130624.573322,0.0,3489.11509096,8770.53576308,11329.9442511,22005.0,113,,"Baton Rouge, LA",Metropolitan Statistical Area,Central,"Baton Rouge, LA",825478,81278,13.5070722989,Ascension Parish,289.981,"Baton Rouge, LA",False,280.28732917
415,LA,437908.096344,9549.37409363,224494.276233,20997.8222162,42.9472287448,142074.197094,0.0,6795.20386928,17080.9998557,16873.2757537,22015.0,1047,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Central,"Shreveport-Bossier City, LA",445142,100734,4.34717271571,Bossier Parish,840.057,"Shreveport-Bossier City, LA",False,119.913291598
416,LA,1098198.14991,29617.1716719,520892.139901,59156.6452018,42445.0115345,362297.86443,0.0,13722.8155881,34494.8349332,35571.6666479,22017.0,1048,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Central,"Shreveport-Bossier City, LA",445142,249820,4.39595768917,Caddo Parish,878.539,"Shreveport-Bossier City, LA",False,284.358463312
417,LA,5848485.34672,71522.5148725,3769945.14399,35893.9788124,1600298.01519,291080.783319,0.0,14850.3341993,37329.0606801,27565.5156528,22019.0,587,,"Lake Charles, LA",Metropolitan Statistical Area,Central,"Lake Charles, LA",203883,182842,31.9865531263,Calcasieu Parish,1063.659,"Lake Charles, LA",False,171.899076678
420,LA,7609532.1495,55373.0878142,6457158.06818,67089.7682698,522529.056499,404339.620384,0.0,16802.8135689,42236.9785814,44002.7562014,22033.0,114,,"Baton Rouge, LA",Metropolitan Statistical Area,Central,"Baton Rouge, LA",825478,410438,18.5400283344,East Baton Rouge Parish,455.374,"Baton Rouge, LA",False,901.320672678
423,LA,716268.041246,6535.71764296,553062.070754,14464.3248021,0.0,77350.7945299,0.0,14249.7125275,35819.29052,14786.130469,22045.0,580,318.0,"Lafayette, LA",Metropolitan Statistical Area,Central,"Lafayette, LA",484974,73345,9.76573783142,Iberia Parish,574.111,"Lafayette-Opelousas-Morgan City, LA",True,127.754040595
424,LA,4071911.8578,4285.39319616,3456568.99652,6241.22411834,535505.104106,62099.5003315,0.0,0.0,0.0,7211.63953698,22047.0,116,,"Baton Rouge, LA",Metropolitan Statistical Area,Central,"Baton Rouge, LA",825478,33031,123.275464194,Iberville Parish,618.627,"Baton Rouge, LA",False,53.3940484331
425,LA,2315523.05067,58472.7921911,617241.508226,89795.5836489,1014834.92825,368686.931413,0.0,32695.9263894,82187.2543605,51608.1261837,22051.0,743,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central,"New Orleans-Metairie, LA",1251849,451453,5.12904566072,Jefferson Parish,295.632,"New Orleans-Metairie-Hammond, LA-MS",True,1527.07758294
426,LA,672363.750076,28070.4505111,233234.855503,24686.0628063,70913.2611834,235152.315802,0.0,13819.9086657,34738.8913807,31748.0042244,22055.0,581,318.0,"Lafayette, LA",Metropolitan Statistical Area,Central,"Lafayette, LA",484974,192775,3.48781610725,Lafayette Parish,268.72,"Lafayette-Opelousas-Morgan City, LA",True,717.382405478
427,LA,293260.836365,5856.01494943,166526.151642,14703.9668843,765.399110364,89643.6792835,0.0,53.6786937071,134.931523663,15577.0142786,22057.0,471,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Central,"Houma-Thibodaux, LA",211348,90666,3.23451830196,Lafourche Parish,1068.214,"Houma-Thibodaux, LA",False,84.8762513878
428,LA,244112.569558,3122.46412945,50748.0925081,11136.7396339,0.0,169033.336542,0.0,0.0,0.0,10071.9367447,22063.0,117,,"Baton Rouge, LA",Metropolitan Statistical Area,Central,"Baton Rouge, LA",825478,98305,2.48321621034,Livingston Parish,648.169,"Baton Rouge, LA",False,151.665692127
429,LA,1539523.94574,88439.2796133,380941.441811,116033.755901,477820.415634,384439.308391,0.0,14288.2485573,35916.1537691,41645.3420651,22071.0,744,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central,"New Orleans-Metairie, LA",1251849,472744,3.25657003736,Orleans Parish,169.423,"New Orleans-Metairie-Hammond, LA-MS",True,2790.31772546
430,LA,4119478.72068,18212.4517764,3458021.72848,27339.2732428,323990.306793,238380.544907,0.0,10295.2096854,25878.9130935,17360.2927053,22073.0,707,384.0,"Monroe, LA",Metropolitan Statistical Area,Central,"Monroe, LA",178864,147335,27.959946521,Ouachita Parish,610.406,"Monroe-Ruston-Bastrop, LA",True,241.372135923
431,LA,829547.490912,1858.92269695,749171.00849,4958.09272117,22881.574777,23446.3301352,0.0,0.0,0.0,27231.5620916,22075.0,745,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central,"New Orleans-Metairie, LA",1251849,27119,30.5891622446,Plaquemines Parish,779.911,"New Orleans-Metairie-Hammond, LA-MS",True,34.7719162828
433,LA,1561100.19424,14420.1077554,123136.362744,24119.3784236,1081273.42222,263871.045622,0.0,11238.4667395,28249.9696701,14791.4410662,22079.0,30,,"Alexandria, LA",Metropolitan Statistical Area,Central,"Alexandria, LA",154872,126467,12.3439331544,Rapides Parish,1317.962,"Alexandria, LA",False,95.9564843296
434,LA,441438.042647,4080.97893029,332214.666886,17389.2477876,38983.8462879,33278.8243689,0.0,0.0,0.0,15490.4783862,22087.0,746,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central,"New Orleans-Metairie, LA",1251849,66286,6.65959693822,St. Bernard Parish,377.517,"New Orleans-Metairie-Hammond, LA-MS",True,175.58414588
435,LA,3747678.72241,6892.86457552,2866769.33775,7205.22947835,796353.357106,60363.1459781,0.0,0.0,0.0,10094.7875226,22089.0,747,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central,"New Orleans-Metairie, LA",1251849,48960,76.5457255395,St. Charles Parish,279.083,"New Orleans-Metairie-Hammond, LA-MS",True,175.431681614
438,LA,395836.572899,2401.43551641,301329.123584,4791.87091605,0.0,72477.4438573,0.0,2093.46905458,5262.32057285,7480.90939791,22095.0,749,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central,"New Orleans-Metairie, LA",1251849,43955,9.00549591399,St. John the Baptist Parish,213.071,"New Orleans-Metairie-Hammond, LA-MS",True,206.292738101
441,LA,384137.054085,8385.7858327,86324.011358,15134.1046626,0.0,246333.848217,0.0,4876.63470749,12258.3251535,10824.3441529,22105.0,449,406.0,"Hammond, LA",Metropolitan Statistical Area,Central,"Hammond, LA",127049,102303,3.75489530204,Tangipahoa Parish,791.275,"New Orleans-Metairie-Hammond, LA-MS",True,129.288806041
442,LA,813986.50632,11802.0471065,566246.936054,18857.6178772,27574.8241445,99723.021142,0.0,17159.3403931,43133.1693975,29489.550205,22109.0,472,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Central,"Houma-Thibodaux, LA",211348,104923,7.75794159831,Terrebonne Parish,1231.815,"Houma-Thibodaux, LA",False,85.1775631893
446,LA,307282.858262,1813.59308613,250518.473852,4433.65639329,0.0,45699.0850183,0.0,0.0,0.0,4818.0499129,22121.0,120,,"Baton Rouge, LA",Metropolitan Statistical Area,Central,"Baton Rouge, LA",825478,21644,14.1971381566,West Baton Rouge Parish,192.394,"Baton Rouge, LA",False,112.498310758
448,ME,314013.430423,39348.6773895,29446.3721166,86145.7017863,1.68265039775,123352.107827,0.0,6936.23033489,17435.4954522,11347.1628661,23001.0,602,438.0,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Central,"Lewiston-Auburn, ME",107440,104873,2.99422568652,Androscoggin County,467.927,"Portland-Lewiston-South Portland, ME",True,224.122566127
449,ME,1458098.32466,119446.534881,41475.0283607,217101.813424,534606.587121,445078.839443,0.0,16400.0773158,41224.6226665,42764.8214511,23005.0,853,438.0,"Portland-South Portland, ME",Metropolitan Statistical Area,Central,"Portland-South Portland, ME",523552,269830,5.40376653694,Cumberland County,835.241,"Portland-Lewiston-South Portland, ME",True,323.056459154
450,ME,433146.736592,42706.944353,25373.9274475,99056.2116757,15.5645161792,216814.801089,0.0,10185.8485555,25604.0099713,13389.4289841,23011.0,97,,"Augusta-Waterville, ME",Micropolitan Statistical Area,Central,"Augusta-Waterville, ME",121112,118423,3.65762340586,Kennebec County,867.524,"Augusta-Waterville, ME",False,136.506886265
451,ME,1044852.05635,44181.7034101,125429.478244,120661.715385,393267.36584,250529.727603,0.0,26120.8675019,65659.6228742,19001.5754937,23019.0,111,,"Bangor, ME",Metropolitan Statistical Area,Central,"Bangor, ME",153414,146249,7.14433641497,Penobscot County,3397.362,"Bangor, ME",False,43.0478118022
453,ME,638277.604859,32554.7843112,49040.1836768,157042.431098,7470.08679003,329725.151423,0.0,11212.3433468,28184.2938207,23048.3303922,23031.0,855,438.0,"Portland-South Portland, ME",Metropolitan Statistical Area,Central,"Portland-South Portland, ME",523552,195334,3.26762163709,York County,990.713,"Portland-Lewiston-South Portland, ME",True,197.165072024
454,MD,243518.298364,42755.8678604,25296.0067968,43003.2516808,0.0,126627.075474,0.0,0.0,0.0,5836.09655215,24001.0,310,,"Cumberland, MD-WV",Metropolitan Statistical Area,Central,"Cumberland, MD-WV",100530,73728,3.30292830897,Allegany County,424.158,"Cumberland, MD-WV",False,173.822019153
455,MD,4120919.56803,118879.199365,97590.6321724,167083.445991,2672925.06088,728382.995208,0.0,77406.5182545,194575.575921,64076.1402361,24003.0,104,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,Central,"Baltimore-Columbia-Towson, MD",2785874,502574,8.19962745393,Anne Arundel County,414.902,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1211.3077305
456,MD,2504229.00814,169328.84173,202585.976972,305824.741889,613768.215499,1052405.33813,0.0,15218.0547512,38253.3900709,106844.449092,24005.0,105,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,Central,"Baltimore-Columbia-Towson, MD",2785874,768275,3.25954769859,Baltimore County,598.302,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1284.09231458
460,MD,266539.504173,15899.2336586,26986.873015,33273.4897286,0.0,174441.540403,0.0,0.0,0.0,15938.3673674,24015.0,834,428.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6051170,90059,2.95960985768,Cecil County,346.273,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",True,260.080918813
466,MD,869940.97851,228283.483264,65208.6975034,80390.2857411,0.0,462666.104621,0.0,0.0,0.0,33392.4073805,24027.0,108,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,Central,"Baltimore-Columbia-Towson, MD",2785874,259379,3.35393759136,Howard County,250.741,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1034.44989052
467,MD,2551321.49346,146528.024843,77385.9373424,389914.93863,809179.712482,970812.492255,0.0,18335.790632,46090.3968682,93074.2004053,24031.0,1170,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,906145,2.81557752176,Montgomery County,491.254,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1844.55495528
468,MD,2551321.49346,146528.024843,77385.9373424,389914.93863,809179.712482,970812.492255,0.0,18335.790632,46090.3968682,93074.2004053,24031.0,1171,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,906145,2.81557752176,Montgomery County,491.254,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1844.55495528
469,MD,3521163.70863,144478.395686,92516.7294239,347473.196058,1608845.22975,1094551.29363,0.0,44363.2384412,111515.19827,77420.4273671,24033.0,1178,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,824290,4.27175351955,Prince George's County,482.691,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1707.69705671
470,MD,3521163.70863,144478.395686,92516.7294239,347473.196058,1608845.22975,1094551.29363,0.0,44363.2384412,111515.19827,77420.4273671,24033.0,1179,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,824290,4.27175351955,Prince George's County,482.691,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,1707.69705671
